Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Breach Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach,Week
CR-32798,Incorrect permissions on shared folder causing access denied,Complaint,Loki,Loki,Avengers,Service C,Closed,High,High,High,Low,2025-12-24T21:54:55.000000,2025-12-25T05:54:55.000000,2025-12-25T12:54:55.000000,1,3,Wednesday,0,8.0,7.0,15.0,0,2025-52
CR-32799,Database connection error in production application,Network,Thor,Thor,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-12-24T05:48:15.000000,2025-12-24T12:48:15.000000,2025-12-25T10:48:15.000000,0,2,Wednesday,1,7.0,22.0,29.0,0,2025-52
CR-32800,Multi-factor authentication code not delivered to user,Hardware,Neo,Neo,Matrix,Service A,New,Medium,High,High,High,2025-12-24T08:17:49.000000,,,0,3,Wednesday,1,,,,0,2025-52
CR-32801,Incorrect display of currency values in front-end,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-12-24T05:44:22.000000,2025-12-24T08:44:22.000000,2025-12-25T14:44:22.000000,0,1,Wednesday,1,3.0,30.0,33.0,1,2025-52
CR-32802,User account locked after multiple failed login attempts,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service A,New,Low,High,High,Medium,2025-12-24T01:41:34.000000,,,0,3,Wednesday,1,,,,0,2025-52
CR-32803,Antivirus alert triggered on user workstation,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Low,2025-12-24T19:44:33.000000,2025-12-24T23:44:33.000000,2025-12-25T12:44:33.000000,0,1,Wednesday,1,4.0,13.0,17.0,0,2025-52
CR-32804,Queue processing stuck in payment application,Network,Loki,Loki,Avengers,Service A,Closed,Medium,Critical,High,High,2025-12-24T03:17:24.000000,2025-12-24T11:17:24.000000,2025-12-24T16:17:24.000000,1,3,Wednesday,0,8.0,5.0,13.0,1,2025-52
CR-32805,Intermittent connectivity issues to file server,Facilities,Thor,Thor,Avengers,Service A,On Hold,High,High,Medium,High,2025-12-24T18:32:16.000000,,,0,2,Wednesday,1,,,,0,2025-52
CR-32806,User unable to open encrypted email,Software,Doctor Strange,Doctor Strange,Avengers II,Service B,In Progress,Medium,Medium,Medium,Medium,2025-12-24T02:54:03.000000,2025-12-24T05:54:03.000000,,0,1,Wednesday,1,3.0,,,0,2025-52
CR-32807,High CPU usage on database server impacting performance,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Medium,2025-12-24T23:11:08.000000,2025-12-25T05:11:08.000000,2025-12-26T02:11:08.000000,0,3,Wednesday,1,6.0,21.0,27.0,1,2025-52
CR-32808,Delayed message delivery in internal chat system,Failure,Iron Man,Iron Man,Avengers,Service A,Closed,Medium,High,High,High,2025-12-24T04:50:47.000000,2025-12-24T10:50:47.000000,2025-12-24T16:50:47.000000,0,3,Wednesday,1,6.0,6.0,12.0,0,2025-52
CR-32809,Time-out errors when accessing CRM system,Network,Captain America,Captain America,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-24T05:52:44.000000,2025-12-24T07:52:44.000000,2025-12-24T08:52:44.000000,0,3,Wednesday,1,2.0,1.0,3.0,0,2025-52
CR-32810,Frequent password prompts despite valid authentication,Data,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-12-24T07:22:11.000000,2025-12-24T13:22:11.000000,2025-12-25T10:22:11.000000,0,2,Wednesday,1,6.0,21.0,27.0,0,2025-52
CR-32811,Shared network drive not accessible,Hardware,Loki,Loki,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-12-24T02:55:09.000000,2025-12-24T10:55:09.000000,2025-12-25T18:55:09.000000,0,1,Wednesday,1,8.0,32.0,40.0,1,2025-52
CR-32812,User not receiving password reset email,Facilities,Batman,Batman,Matrix,Service C,New,Low,Low,Low,Low,2025-12-24T09:08:08.000000,,,0,1,Wednesday,1,,,,0,2025-52
CR-32813,Printer not printing documents from any workstation,Failure,Captain Marvel,Captain Marvel,Avengers II,Service C,On Hold,Low,High,High,High,2025-12-24T18:25:40.000000,,,1,3,Wednesday,0,,,,0,2025-52
CR-32814,Application not launching after latest OS update,Access,Captain America,Captain America,Avengers,Service A,Closed,Low,Medium,Low,Medium,2025-12-24T09:46:40.000000,2025-12-24T11:46:40.000000,2025-12-25T00:46:40.000000,0,2,Wednesday,1,2.0,13.0,15.0,0,2025-52
CR-32815,Time-out errors when accessing CRM system,Data,Batman,Batman,Matrix,Service C,On Hold,Low,Medium,Medium,Medium,2025-12-24T12:02:35.000000,,,0,1,Wednesday,1,,,,0,2025-52
CR-32816,Corrupted email attachments received internally,Data,Loki,Loki,Avengers,Service A,On Hold,High,High,High,High,2025-12-24T16:28:19.000000,,,0,2,Wednesday,1,,,,0,2025-52
CR-32817,Single sign-on not working for cloud application,Facilities,Thor,Thor,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-12-24T16:37:08.000000,2025-12-25T00:37:08.000000,2025-12-25T06:37:08.000000,1,3,Wednesday,0,8.0,6.0,14.0,1,2025-52
CR-32818,Scheduled report not generated or delivered,Complaint,Iron Man,Iron Man,Avengers,Service A,New,Low,Critical,High,Medium,2025-12-24T03:25:26.000000,,,0,4,Wednesday,1,,,,0,2025-52
CR-32819,Network latency observed between data center and branch office,Complaint,Iron Man,Iron Man,Avengers,Service B,Closed,High,Low,Low,Low,2025-12-24T21:27:03.000000,2025-12-25T02:27:03.000000,2025-12-27T01:27:03.000000,0,1,Wednesday,1,5.0,47.0,52.0,0,2025-52
CR-32820,Unexpected high memory usage on web server,Hardware,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,High,Medium,Medium,2025-12-24T09:27:53.000000,2025-12-24T15:27:53.000000,2025-12-25T13:27:53.000000,0,3,Wednesday,1,6.0,22.0,28.0,1,2025-52
CR-32821,Application not launching after latest OS update,Network,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-12-24T16:27:37.000000,2025-12-24T23:27:37.000000,2025-12-25T08:27:37.000000,0,5,Wednesday,1,7.0,9.0,16.0,1,2025-52
CR-32822,User home drive not mapping at login,Failure,John Cena,John Cena,Matrix,Service B,Closed,High,Medium,Medium,Medium,2025-12-24T16:05:53.000000,2025-12-24T21:05:53.000000,2025-12-26T08:05:53.000000,0,2,Wednesday,1,5.0,35.0,40.0,1,2025-52
CR-32823,Unexpected application log errors after deployment,Failure,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-12-24T16:43:23.000000,2025-12-24T22:43:23.000000,2025-12-25T17:43:23.000000,0,2,Wednesday,1,6.0,19.0,25.0,0,2025-52
CR-32824,SSL certificate error when accessing internal site,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Critical,High,High,2025-12-24T08:01:18.000000,2025-12-24T12:01:18.000000,2025-12-24T20:01:18.000000,0,4,Wednesday,1,4.0,8.0,12.0,1,2025-52
CR-32825,Error while uploading documents to intranet portal,Complaint,Iron Man,Iron Man,Avengers,Service A,Closed,Low,High,High,Low,2025-12-24T17:57:25.000000,2025-12-25T00:57:25.000000,2025-12-25T14:57:25.000000,0,3,Wednesday,1,7.0,14.0,21.0,1,2025-52
CR-32826,SSL certificate error when accessing internal site,Facilities,Captain America,Captain America,Avengers,Service B,Closed,High,Critical,High,High,2025-12-24T04:25:17.000000,2025-12-24T07:25:17.000000,2025-12-24T09:25:17.000000,1,3,Wednesday,0,3.0,2.0,5.0,0,2025-52
CR-32827,Auto-save not working in productivity application,Data,John Wick,John Wick,Matrix,Service C,Closed,High,Medium,Medium,Low,2025-12-24T22:37:48.000000,2025-12-25T02:37:48.000000,2025-12-26T13:37:48.000000,0,2,Wednesday,1,4.0,35.0,39.0,1,2025-52
CR-32828,Error 500 returned by internal web application,Complaint,Spiderman,Spiderman,Avengers II,Service B,Closed,Low,Low,Low,Low,2025-12-24T23:03:16.000000,2025-12-25T06:03:16.000000,2025-12-28T00:03:16.000000,0,0,Wednesday,1,7.0,66.0,73.0,1,2025-52
CR-32829,Local profile corrupted on shared workstation,Hardware,Iron Man,Iron Man,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-12-24T05:01:35.000000,2025-12-24T09:01:35.000000,2025-12-25T09:01:35.000000,0,2,Wednesday,1,4.0,24.0,28.0,0,2025-52
CR-32830,Scheduled report not generated or delivered,Failure,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Medium,High,Medium,High,2025-12-24T04:41:44.000000,2025-12-24T07:41:44.000000,2025-12-25T05:41:44.000000,0,3,Wednesday,1,3.0,22.0,25.0,1,2025-52
CR-32831,User home drive not mapping at login,Software,Captain America,Captain America,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-24T18:28:17.000000,2025-12-25T01:28:17.000000,2025-12-25T08:28:17.000000,0,4,Wednesday,1,7.0,7.0,14.0,1,2025-52
CR-32832,Time synchronization issue causing authentication failures,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Closed,Low,Medium,Medium,Medium,2025-12-24T12:40:59.000000,2025-12-24T15:40:59.000000,2025-12-25T21:40:59.000000,0,2,Wednesday,1,3.0,30.0,33.0,1,2025-52
CR-32833,Access badge system not updating from central database,Access,Thor,Thor,Avengers,Service C,Closed,High,High,High,Medium,2025-12-24T18:31:54.000000,2025-12-25T01:31:54.000000,2025-12-25T17:31:54.000000,0,2,Wednesday,1,7.0,16.0,23.0,1,2025-52
CR-32834,User unable to log in to corporate VPN,Failure,Hulk,Hulk,Avengers,Service C,In Progress,Medium,High,Medium,Medium,2025-12-24T21:26:55.000000,2025-12-25T00:26:55.000000,,0,3,Wednesday,1,3.0,,,0,2025-52
CR-32835,Incorrect group membership causing access escalation,Software,Thor,Thor,Avengers,Service C,Closed,Medium,Critical,High,High,2025-12-24T11:16:35.000000,2025-12-24T19:16:35.000000,2025-12-25T01:16:35.000000,0,4,Wednesday,1,8.0,6.0,14.0,1,2025-52
CR-32836,Incorrect group membership causing access escalation,Hardware,Spiderman,Spiderman,Avengers II,Service C,Closed,Low,Medium,Medium,Low,2025-12-24T11:20:50.000000,2025-12-24T15:20:50.000000,2025-12-25T17:20:50.000000,0,1,Wednesday,1,4.0,26.0,30.0,1,2025-52
CR-32837,Auto-save not working in productivity application,Data,Hulk,Hulk,Avengers,Service A,Closed,High,High,High,Low,2025-12-24T21:28:53.000000,2025-12-25T02:28:53.000000,2025-12-25T19:28:53.000000,0,2,Wednesday,1,5.0,17.0,22.0,1,2025-52
CR-32838,Incorrect display of currency values in front-end,Facilities,Iron Man,Iron Man,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-24T10:38:03.000000,2025-12-24T17:38:03.000000,2025-12-25T04:38:03.000000,0,4,Wednesday,1,7.0,11.0,18.0,1,2025-52
CR-32839,Error while uploading documents to intranet portal,Facilities,Hulk,Hulk,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-12-24T08:56:06.000000,2025-12-24T15:56:06.000000,2025-12-25T06:56:06.000000,0,2,Wednesday,1,7.0,15.0,22.0,0,2025-52
CR-32840,Corrupt file detected in document management system,Network,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-12-24T21:09:17.000000,2025-12-25T04:09:17.000000,2025-12-25T20:09:17.000000,0,2,Wednesday,1,7.0,16.0,23.0,0,2025-52
CR-32841,USB device not recognized on workstation,Network,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,High,Medium,Low,Medium,2025-12-24T04:07:07.000000,2025-12-24T08:07:07.000000,2025-12-25T10:07:07.000000,1,1,Wednesday,0,4.0,26.0,30.0,1,2025-52
CR-32842,Newly created user not syncing to all systems,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,Closed,High,Medium,Medium,Medium,2025-12-24T12:34:14.000000,2025-12-24T19:34:14.000000,2025-12-25T15:34:14.000000,0,1,Wednesday,1,7.0,20.0,27.0,0,2025-52
CR-32843,Application response time extremely slow for multiple users,Failure,Batman,Batman,Matrix,Service A,Closed,Low,High,High,High,2025-12-24T08:03:31.000000,2025-12-24T16:03:31.000000,2025-12-25T04:03:31.000000,0,2,Wednesday,1,8.0,12.0,20.0,1,2025-52
CR-32844,Corrupt file detected in document management system,Hardware,Hulk,Hulk,Avengers,Service B,Closed,Medium,Critical,High,Medium,2025-12-24T18:55:32.000000,2025-12-25T00:55:32.000000,2025-12-25T02:55:32.000000,1,5,Wednesday,0,6.0,2.0,8.0,0,2025-52
CR-32845,SSL certificate error when accessing internal site,Data,Captain America,Captain America,Avengers,Service A,Closed,High,High,High,Medium,2025-12-25T13:51:28.000000,2025-12-25T15:51:28.000000,2025-12-26T09:51:28.000000,0,2,Thursday,1,2.0,18.0,20.0,1,2025-52
CR-32846,User unable to change expired password remotely,Network,Iron Man,Iron Man,Avengers,Service B,Closed,Low,Medium,Medium,Medium,2025-12-25T04:07:38.000000,2025-12-25T07:07:38.000000,2025-12-26T08:07:38.000000,0,2,Thursday,1,3.0,25.0,28.0,1,2025-52
CR-32847,File restore from backup failed for requested folder,Data,Loki,Loki,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-25T16:10:39.000000,2025-12-25T21:10:39.000000,2025-12-25T22:10:39.000000,0,4,Thursday,1,5.0,1.0,6.0,0,2025-52
CR-32848,SSL certificate error when accessing internal site,Network,Hulk,Hulk,Avengers,Service B,Closed,Low,Critical,High,High,2025-12-25T22:34:11.000000,2025-12-26T02:34:11.000000,2025-12-26T10:34:11.000000,0,3,Thursday,1,4.0,8.0,12.0,1,2025-52
CR-32849,Single user laptop not connecting to Wi-Fi,Network,Thor,Thor,Avengers,Service B,Closed,Medium,High,High,Medium,2025-12-25T17:17:54.000000,2025-12-26T00:17:54.000000,2025-12-26T23:17:54.000000,0,2,Thursday,1,7.0,23.0,30.0,1,2025-52
CR-32850,Corrupt file detected in document management system,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Closed,Medium,Medium,Medium,Low,2025-12-25T11:53:11.000000,2025-12-25T15:53:11.000000,2025-12-26T13:53:11.000000,0,2,Thursday,1,4.0,22.0,26.0,0,2025-52
CR-32851,Duplicate records appearing in customer database,Network,Loki,Loki,Avengers,Service B,New,Medium,Critical,Medium,Medium,2025-12-25T07:46:25.000000,,,0,4,Thursday,1,,,,0,2025-52
CR-32852,Corrupted email attachments received internally,Network,Thor,Thor,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-25T17:01:16.000000,2025-12-25T20:01:16.000000,2025-12-26T01:01:16.000000,0,4,Thursday,1,3.0,5.0,8.0,1,2025-52
CR-32853,Time-out errors when accessing CRM system,Access,Loki,Loki,Avengers,Service A,Closed,High,Medium,Medium,Medium,2025-12-25T17:50:43.000000,2025-12-25T22:50:43.000000,2025-12-27T07:50:43.000000,0,1,Thursday,1,5.0,33.0,38.0,1,2025-52
CR-32854,Queue processing stuck in payment application,Facilities,Hulk,Hulk,Avengers,Service B,Closed,High,Critical,High,High,2025-12-25T00:16:57.000000,2025-12-25T08:16:57.000000,2025-12-25T20:16:57.000000,0,5,Thursday,1,8.0,12.0,20.0,1,2025-52
CR-32855,Unexpected reboot of application server,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Medium,Critical,High,High,2025-12-25T19:54:18.000000,2025-12-26T00:54:18.000000,2025-12-26T04:54:18.000000,0,4,Thursday,1,5.0,4.0,9.0,0,2025-52
CR-32856,Database connection error in production application,Data,Shang Chi,Shang Chi,Avengers II,Service B,Closed,High,High,High,High,2025-12-25T08:22:48.000000,2025-12-25T16:22:48.000000,2025-12-26T04:22:48.000000,0,3,Thursday,1,8.0,12.0,20.0,1,2025-52
CR-32857,Application response time extremely slow for multiple users,Facilities,Jack Sparrow,Jack Sparrow,Matrix,Service B,Closed,High,High,Medium,High,2025-12-25T19:10:58.000000,2025-12-26T00:10:58.000000,2025-12-26T15:10:58.000000,0,2,Thursday,1,5.0,15.0,20.0,1,2025-52
CR-32858,Intermittent packet loss on WAN link,Failure,Spiderman,Spiderman,Avengers II,Service B,Closed,High,High,High,Medium,2025-12-25T13:11:29.000000,2025-12-25T18:11:29.000000,2025-12-26T15:11:29.000000,0,3,Thursday,1,5.0,21.0,26.0,1,2025-52
CR-32859,Scheduled report not generated or delivered,Complaint,Spiderman,Spiderman,Avengers II,Service A,Closed,Low,Medium,Medium,Medium,2025-12-25T21:26:58.000000,2025-12-26T05:26:58.000000,2025-12-27T17:26:58.000000,0,2,Thursday,1,8.0,36.0,44.0,1,2025-52
CR-32860,Incorrect permissions on shared folder causing access denied,Failure,Doctor Strange,Doctor Strange,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-12-25T07:09:12.000000,2025-12-25T11:09:12.000000,2025-12-26T10:09:12.000000,0,3,Thursday,1,4.0,23.0,27.0,1,2025-52
CR-32861,Incorrect language settings applied to user interface,Complaint,John Cena,John Cena,Matrix,Service B,Closed,Low,Low,Low,Low,2025-12-25T18:46:08.000000,2025-12-25T20:46:08.000000,2025-12-28T07:46:08.000000,0,1,Thursday,1,2.0,59.0,61.0,1,2025-52
CR-32862,Access badge system not updating from central database,Failure,Captain America,Captain America,Avengers,Service C,On Hold,Low,High,High,Low,2025-12-25T06:38:52.000000,,,0,3,Thursday,1,,,,0,2025-52
CR-32863,Antivirus alert triggered on user workstation,Data,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Critical,High,High,2025-12-25T08:18:48.000000,2025-12-25T16:18:48.000000,2025-12-26T03:18:48.000000,0,4,Thursday,1,8.0,11.0,19.0,1,2025-52
CR-32864,User home drive not mapping at login,Access,Neo,Neo,Matrix,Service C,Closed,Medium,Critical,High,High,2025-12-25T05:29:47.000000,2025-12-25T10:29:47.000000,2025-12-25T16:29:47.000000,0,4,Thursday,1,5.0,6.0,11.0,1,2025-52
CR-32865,Frequent disconnections from remote desktop session,Data,Loki,Loki,Avengers,Service B,Closed,Low,High,High,Medium,2025-12-25T04:50:55.000000,2025-12-25T12:50:55.000000,2025-12-26T03:50:55.000000,0,3,Thursday,1,8.0,15.0,23.0,1,2025-52
CR-32866,Corrupt file detected in document management system,Access,Loki,Loki,Avengers,Service B,Closed,Medium,High,High,High,2025-12-25T18:08:49.000000,2025-12-25T23:08:49.000000,2025-12-26T08:08:49.000000,0,3,Thursday,1,5.0,9.0,14.0,1,2025-52
CR-32867,Incorrect permissions on shared folder causing access denied,Software,John Wick,John Wick,Matrix,Service A,Closed,High,High,High,Medium,2025-12-25T18:57:23.000000,2025-12-25T23:57:23.000000,2025-12-26T23:57:23.000000,0,3,Thursday,1,5.0,24.0,29.0,1,2025-52
CR-32868,VoIP phone not registering with call manager,Failure,John Cena,John Cena,Matrix,Service C,Closed,High,Critical,High,High,2025-12-25T09:23:22.000000,2025-12-25T15:23:22.000000,2025-12-25T17:23:22.000000,0,4,Thursday,1,6.0,2.0,8.0,0,2025-52
CR-32869,Barcode scanner not transmitting data to system,Complaint,Shang Chi,Shang Chi,Avengers II,Service A,Closed,Medium,Low,Low,Low,2025-12-25T10:48:06.000000,2025-12-25T13:48:06.000000,2025-12-28T01:48:06.000000,1,0,Thursday,0,3.0,60.0,63.0,1,2025-52
CR-32870,User’s mailbox not receiving external emails,Network,Batman,Batman,Matrix,Service B,Closed,High,Medium,Low,Low,2025-12-25T08:24:31.000000,2025-12-25T12:24:31.000000,2025-12-26T02:24:31.000000,0,2,Thursday,1,4.0,14.0,18.0,0,2025-52
CR-32871,Endpoint not checking in with management server,Access,Thor,Thor,Avengers,Service A,Closed,Low,High,High,Medium,2025-12-25T09:00:22.000000,2025-12-25T16:00:22.000000,2025-12-26T13:00:22.000000,0,2,Thursday,1,7.0,21.0,28.0,1,2025-52
CR-32872,Endpoint not checking in with management server,Software,Loki,Loki,Avengers,Service A,Closed,Low,Critical,High,High,2025-12-25T22:10:53.000000,2025-12-26T01:10:53.000000,2025-12-26T13:10:53.000000,0,4,Thursday,1,3.0,12.0,15.0,1,2025-52
CR-32873,Network latency observed between data center and branch office,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Closed,Low,Medium,Low,Medium,2025-12-25T02:40:29.000000,2025-12-25T09:40:29.000000,2025-12-26T14:40:29.000000,0,2,Thursday,1,7.0,29.0,36.0,1,2025-52
CR-32874,Frequent password prompts despite valid authentication,Failure,Captain America,Captain America,Avengers,Service B,Closed,Low,Medium,Low,Medium,2025-12-25T17:26:07.000000,2025-12-25T22:26:07.000000,2025-12-26T21:26:07.000000,0,1,Thursday,1,5.0,23.0,28.0,0,2025-52
CR-32875,Endpoint not checking in with management server,Software,Loki,Loki,Avengers,Service C,Closed,Medium,Critical,Medium,High,2025-12-25T15:49:57.000000,2025-12-25T20:49:57.000000,2025-12-26T00:49:57.000000,0,3,Thursday,1,5.0,4.0,9.0,0,2025-52
CR-32876,User not receiving password reset email,Failure,Thor,Thor,Avengers,Service C,Closed,Medium,Low,Low,Low,2025-12-25T11:23:38.000000,2025-12-25T14:23:38.000000,2025-12-27T03:23:38.000000,0,0,Thursday,1,3.0,37.0,40.0,0,2025-52
CR-32877,User unable to open encrypted email,Access,Loki,Loki,Avengers,Service C,Closed,High,Medium,Medium,Medium,2025-12-25T10:37:30.000000,2025-12-25T14:37:30.000000,2025-12-26T22:37:30.000000,0,2,Thursday,1,4.0,32.0,36.0,1,2025-52
CR-32878,Auto-save not working in productivity application,Complaint,Batman,Batman,Matrix,Service C,In Progress,High,Low,Low,Low,2025-12-25T12:41:30.000000,2025-12-25T16:41:30.000000,,0,0,Thursday,1,4.0,,,0,2025-52
